tpep_pickup_datetime,pickup_longitude,pickup_latitude
2016/3/1 18:00,-73.98487854,40.77915573
2016/3/1 18:00,-73.97001648,40.75942612
2016/3/1 18:00,-73.96396637,40.79780579
2016/3/1 18:00,-73.96443176,40.77325058
2016/3/1 18:00,-73.77680969,40.64549637
2016/3/1 18:00,-73.94808197,40.82981873
2016/3/1 18:00,-73.98007202,40.76113892
2016/3/1 18:00,-73.95554352,40.7791481
2016/3/1 18:00,-73.98155212,40.78017807
2016/3/1 18:00,-73.95285797,40.77866364
2016/3/1 18:00,-73.97634888,40.7641716
2016/3/1 18:00,-73.98314667,40.76451874
2016/3/1 18:00,-74.00341034,40.7441864
2016/3/1 18:00,-73.97653198,40.73957825
2016/3/1 18:00,-73.97327423,40.79256058
2016/3/1 18:00,-73.98217773,40.7688179
2016/3/1 18:00,-73.97473907,40.75537109
2016/3/1 18:00,-73.99389648,40.75672913
2016/3/1 18:00,-74.00289917,40.74432755
2016/3/1 18:00,-73.94002533,40.84096146
2016/3/1 18:00,-73.95540619,40.76885223
2016/3/1 18:00,-73.99642944,40.71642685
2016/3/1 18:00,-73.95384979,40.77874374
2016/3/1 18:00,-73.97402191,40.7939415
2016/3/1 18:00,-73.99933624,40.74938202
2016/3/1 18:00,-73.97737885,40.74670792
2016/3/1 18:00,-73.98873901,40.75305176
2016/3/1 18:00,-73.96815491,40.75884628
2016/3/1 18:00,-73.95560455,40.77925873
2016/3/1 18:00,-73.87296295,40.77412033
2016/3/1 18:00,-73.98599243,40.76210022
2016/3/1 18:00,-73.96086121,40.76098633
2016/3/1 18:00,-73.99066162,40.74942017
2016/3/1 18:00,-74.00289154,40.76043701
2016/3/1 18:00,-73.9805069,40.78292084
2016/3/1 18:00,-73.77677155,40.64544678
2016/3/1 18:00,-73.99913788,40.67998123
2016/3/1 18:00,-74.00700378,40.72888184
2016/3/1 18:00,-73.96537781,40.75529861
2016/3/1 18:00,-73.97268677,40.75278854
2016/3/1 18:00,-73.99700928,40.74163818
2016/3/1 18:00,-73.97292328,40.7485199
2016/3/1 18:01,-73.77667999,40.64532089
2016/3/1 18:01,-73.96925354,40.76639557
2016/3/1 18:01,-73.99211884,40.68956757
2016/3/1 18:01,-73.98085022,40.74753571
2016/3/1 18:01,-73.98316193,40.7374382
2016/3/1 18:01,-73.79078674,40.6440773
2016/3/1 18:01,-74.01355743,40.71414948
2016/3/1 18:01,-73.97731781,40.75508881
2016/3/1 18:01,-73.98226166,40.77893829
2016/3/1 18:01,-73.98508453,40.77876282
2016/3/1 18:01,-73.95734406,40.76418304
2016/3/1 18:01,-73.99707031,40.72230148
2016/3/1 18:01,-74.01498413,40.70935059
2016/3/1 18:01,-73.97241974,40.7936554
2016/3/1 18:01,-73.9910965,40.76045227
2016/3/1 18:01,-74.0021286,40.74930573
2016/3/1 18:01,-73.95613861,40.76794052
2016/3/1 18:01,-73.98969269,40.73760223
2016/3/1 18:01,-73.98835754,40.75183105
2016/3/1 18:01,-73.99279022,40.74280548
2016/3/1 18:01,-73.98114777,40.75862885
2016/3/1 18:01,-73.96673584,40.80394363
2016/3/1 18:01,-73.97927856,40.76703262
2016/3/1 18:01,-73.98088074,40.78344345
2016/3/1 18:01,-73.96606445,40.76208878
2016/3/1 18:01,-73.95635223,40.78722
2016/3/1 18:01,-73.97325134,40.76369095
2016/3/1 18:01,-73.86375427,40.76952362
2016/3/1 18:01,-73.98291016,40.76872635
2016/3/1 18:01,-73.97792816,40.75704575
2016/3/1 18:01,-73.96226501,40.77582932
2016/3/1 18:01,-73.98535156,40.7529068
2016/3/1 18:01,-73.98838043,40.75364685
2016/3/1 18:01,-73.99085999,40.74493027
2016/3/1 18:01,-73.98049164,40.78313065
2016/3/1 18:01,-73.95995331,40.76235962
2016/3/1 18:01,-73.9572525,40.76998138
2016/3/1 18:01,-73.98893738,40.75772095
2016/3/1 18:01,-74.00535583,40.72858047
2016/3/1 18:01,-73.98082733,40.75131607
2016/3/1 18:01,-73.97696686,40.77676392
2016/3/1 18:01,-74.00008392,40.72135162
2016/3/1 18:01,-73.98344421,40.74449539
2016/3/1 18:01,-73.96609497,40.79478836
2016/3/1 18:01,-73.98118591,40.77837372
2016/3/1 18:01,-73.95080566,40.78593445
2016/3/1 18:01,-73.98225403,40.74855042
2016/3/1 18:01,-73.98226929,40.75144577
2016/3/1 18:01,-73.99176788,40.72876358
2016/3/1 18:01,-73.99084473,40.73466873
2016/3/1 18:01,-73.97846222,40.74828339
2016/3/1 18:01,-73.97540283,40.758461
2016/3/1 18:01,-73.98257446,40.77365875
2016/3/1 18:01,-74.00225067,40.71498871
2016/3/1 18:01,-73.98072815,40.7338562
2016/3/1 18:01,-73.94495392,40.77994537
2016/3/1 18:01,-74.00891876,40.70401382
2016/3/1 18:01,-73.9934845,40.70240021
2016/3/1 18:01,-73.97873688,40.73676682
2016/3/1 18:01,-73.9895401,40.74398041
2016/3/1 18:01,-73.95352936,40.7795639
2016/3/1 18:01,-73.97396088,40.74723434
2016/3/1 18:01,-73.97441864,40.75614929
2016/3/1 18:01,-73.97913361,40.76111603
2016/3/1 18:01,-73.979599,40.74010086
2016/3/1 18:01,-73.98929596,40.76940155
2016/3/1 18:01,-73.9683075,40.76147461
2016/3/1 18:01,-73.98941803,40.74177933
2016/3/1 18:01,-73.9733963,40.7522316
2016/3/1 18:01,-73.98827362,40.75347137
2016/3/1 18:01,-73.9841156,40.75496674
2016/3/1 18:01,-74.00175476,40.74086761
2016/3/1 18:01,-73.99147034,40.74990845
2016/3/1 18:01,-73.97264862,40.76182938
2016/3/1 18:01,-73.93682861,40.75460052
2016/3/1 18:01,-74.01285553,40.70231628
2016/3/1 18:01,-73.98281097,40.76689148
2016/3/1 18:01,-73.99797821,40.72531509
2016/3/1 18:01,-73.86421967,40.76948547
2016/3/1 18:01,-73.97943878,40.76701736
2016/3/1 18:01,-74.00061798,40.72060013
2016/3/1 18:01,-73.98642731,40.76092529
2016/3/1 18:01,-73.95746613,40.76993179
2016/3/1 18:01,-74.01605988,40.71464539
2016/3/1 18:01,-73.86363983,40.76977921
2016/3/1 18:01,-73.98590851,40.72654343
2016/3/1 18:01,-73.98482513,40.7484169
2016/3/1 18:01,-73.99416351,40.7510643
2016/3/1 18:01,-74.00640106,40.74475098
2016/3/1 18:01,-73.98641968,40.75150299
2016/3/1 18:01,-73.96282959,40.75830841
2016/3/1 18:01,-73.99777985,40.74079895
2016/3/1 18:01,-73.95433044,40.76412582
2016/3/1 18:01,-73.95509338,40.78269577
2016/3/1 18:01,-73.98298645,40.76882172
2016/3/1 18:01,-73.99728394,40.74713516
2016/3/1 18:01,-73.98460388,40.75844955
2016/3/1 18:01,-73.96761322,40.75918961
2016/3/1 18:01,-73.98957825,40.72031403
2016/3/1 18:01,-73.9748764,40.76176834
2016/3/1 18:01,-73.98136139,40.78077316
2016/3/1 18:01,-73.99537659,40.74953842
2016/3/1 18:01,-73.98724365,40.76594162
2016/3/1 18:01,-74.01341248,40.70488739
2016/3/1 18:01,-73.8635025,40.77003098
2016/3/1 18:01,-73.98670959,40.76137161
2016/3/1 18:01,-74.00467682,40.73757935
2016/3/1 18:01,-73.99375153,40.72088623
2016/3/1 18:01,-73.92099762,40.81180573
2016/3/1 18:01,-73.9457016,40.75167084
2016/3/1 18:01,-74.00639343,40.74441147
2016/3/1 18:01,-73.9520874,40.76887894
2016/3/1 18:01,-74.00575256,40.74055862
2016/3/1 18:01,-73.98227692,40.72777176
2016/3/1 18:01,-73.97042847,40.75164413
2016/3/1 18:01,-74.00787354,40.72306824
2016/3/1 18:01,-73.99120331,40.73238373
2016/3/1 18:01,-74.01013947,40.72098923
2016/3/1 18:01,-73.9740448,40.76477814
2016/3/1 18:01,-73.99087524,40.75085068
2016/3/1 18:01,-73.98882294,40.74804306
2016/3/1 18:01,-73.97248077,40.75645828
2016/3/1 18:01,-73.99497223,40.76016998
2016/3/1 18:01,-73.98501587,40.74451447
2016/3/1 18:01,-73.98477173,40.7425499
2016/3/1 18:01,-73.95548248,40.77967453
2016/3/1 18:01,-73.91792297,40.77037811
2016/3/1 18:01,-73.97305298,40.75260544
2016/3/1 18:01,-73.99223328,40.73746109
2016/3/1 18:01,-73.95365906,40.77526093
2016/3/1 18:01,-73.95497894,40.76602554
2016/3/1 18:01,-74.00067902,40.72719955
2016/3/1 18:01,-73.97224426,40.74954987
2016/3/1 18:01,-73.97384644,40.75053024
2016/3/1 18:01,-73.96826935,40.76147461
2016/3/1 18:01,-73.95622253,40.76371002
2016/3/1 18:01,-73.97720337,40.75845337
2016/3/1 18:01,-73.98238373,40.76813126
2016/3/1 18:01,-73.94937134,40.80265045
2016/3/1 18:01,-73.97368622,40.76379395
2016/3/1 18:01,-73.97022247,40.75938034
2016/3/1 18:01,-73.98451996,40.77952576
2016/3/1 18:01,-73.98178101,40.74629974
2016/3/1 18:01,-73.95639801,40.77142334
2016/3/1 18:01,-73.97238159,40.75941086
2016/3/1 18:01,-73.97467041,40.75528717
2016/3/1 18:01,-73.9944458,40.74864578
2016/3/1 18:01,-74.00721741,40.72655869
2016/3/1 18:01,-73.99117279,40.73492813
2016/3/1 18:01,-73.97558594,40.75188446
2016/3/1 18:01,-73.99265289,40.7690239
2016/3/1 18:01,-73.79118347,40.64655304
2016/3/1 18:01,-74.00753021,40.74094772
2016/3/1 18:01,-73.99343872,40.74985886
2016/3/1 18:01,-73.94864655,40.7780571
2016/3/1 18:01,-73.97753906,40.75330734
2016/3/1 18:01,-73.96127319,40.78068161
2016/3/1 18:01,-73.98963165,40.74718094
2016/3/1 18:01,-73.97467804,40.77783203
2016/3/1 18:01,-73.97531891,40.75801086
2016/3/1 18:01,-73.99421692,40.75017929
2016/3/1 18:01,-73.98320007,40.75597382
2016/3/1 18:01,-73.96716309,40.79346848
2016/3/1 18:01,-73.99926758,40.72637939
2016/3/1 18:01,-73.98323822,40.75661087
2016/3/1 18:01,-73.97265625,40.76330948
2016/3/1 18:01,-73.96845245,40.76183319
2016/3/1 18:01,-73.96752167,40.76127243
2016/3/1 18:01,-73.99473572,40.75042343
2016/3/1 18:01,-74.00205994,40.74015045
2016/3/1 18:01,-73.98524475,40.74155807
2016/3/1 18:01,-73.97646332,40.74756241
2016/3/1 18:01,-73.97292328,40.79328156
2016/3/1 18:01,-73.78185272,40.64476013
